Date, PlayerID, Country, Action, Info
2014-10-20 15:32:43.948,829,Russia,Complete
2015-06-02 15:33:07.729,673,Germany,Try
2015-02-07 07:57:39.751,988,Russia,View
2015-01-20 08:44:46.841,2703,USA,Buy
2014-08-11 17:27:30.401,792,Germany,Buy
2015-11-23 09:42:37.864,189,USA,Try
2015-06-12 19:39:45.269,464,Russia,Complete
2014-08-07 00:30:14.785,958,China,Try
2014-12-12 03:54:55.509,779,USA,Try
2014-01-06 03:58:04.537,2620,USA,Level,1
2014-12-10 14:54:57.542,1723,Germany,Level,1
2014-11-17 23:48:50.319,1602,Russia,Complete
2015-09-01 21:52:15.984,169,Germany,View
2015-04-25 00:57:04.364,2848,USA,Complete
2015-10-20 07:36:03.744,2065,Russia,Try
2015-11-22 16:28:40.528,1039,USA,Complete
2014-08-19 10:02:00.585,2345,Germany,Complete
2014-07-25 23:47:18.372,944,Germany,View
2014-11-23 04:31:37.074,560,Russia,Level,1
2014-02-19 12:13:07.077,1263,Germany,View
2015-03-31 07:27:17.218,945,USA,Level,1
2015-08-14 04:40:56.349,2045,Germany,Try
2015-11-28 01:29:39.407,418,Russia,Complete
2015-03-03 23:43:17.475,568,USA,View
2015-06-26 15:03:20.708,1729,Russia,View
2014-12-01 04:25:16.552,1255,China,Complete
2015-06-15 04:17:13.581,2745,Germany,View
2014-05-14 04:36:52.879,9,USA,Buy
2015-05-06 14:05:34.631,602,Germany,Buy
2015-09-22 18:49:37.507,52,USA,Level,1
2014-02-13 02:36:29.039,2196,USA,Buy
2014-11-05 10:23:11.045,132,Russia,Complete
2015-09-27 21:33:28.192,263,Russia,Level,1
2014-01-18 20:08:38.325,1709,China,Level,1
2015-06-19 16:56:54.026,1001,China,Try
2015-08-18 06:14:27.694,1459,USA,Level,1
2015-11-06 14:31:05.265,992,USA,Buy
2015-03-28 17:21:33.255,2225,China,Buy
2015-12-21 02:23:45.152,886,Germany,View
2014-12-17 17:53:23.622,1242,China,Level,1
2015-11-26 11:23:38.83,79,Germany,Try
2014-04-20 15:27:56.634,2271,Russia,Level,1
2014-11-30 17:22:53.853,1381,China,Buy
2015-11-07 01:16:57.753,2972,Germany,View
2014-06-04 22:10:19.71,1380,Russia,Buy
2014-11-27 17:39:41.807,2641,USA,View
2015-03-20 09:21:41.771,10,Russia,Level,1
2014-10-14 07:16:28.745,1154,USA,Try
2014-11-27 11:33:27.63,523,USA,Try
2014-01-30 22:29:05.076,2725,Russia,Complete
2014-03-16 09:26:14.896,1874,China,Complete
2014-08-30 17:13:47.509,2844,Germany,Complete
2014-12-07 19:03:52.803,1235,USA,Buy
2015-08-10 15:53:16.766,484,USA,Complete
2015-05-09 15:54:56.97,1114,Germany,Buy
2014-11-26 01:33:59.894,445,USA,Buy
2014-10-07 04:02:26.684,1322,Russia,Buy
2015-02-07 06:14:56.383,1439,Russia,Complete
2015-12-09 22:48:09.44,1763,Germany,Buy
2015-10-03 09:14:08.067,2264,Germany,Level,1
2014-05-04 15:37:59.244,772,China,View
2015-10-24 06:19:13.023,2178,Germany,Try
2015-09-01 01:14:15.365,1490,Germany,View
2015-10-25 00:08:12.663,2335,Germany,Try
2015-09-28 15:41:27.274,503,Russia,Try
2014-02-01 10:06:51.731,868,China,Complete
2015-03-20 01:51:46.121,2722,Russia,Buy
2015-09-18 20:28:36.185,2002,Germany,Complete
2014-02-11 02:36:09.47,2244,China,Level,1
2015-07-22 12:43:41.365,278,Germany,Level,1
2015-10-02 18:07:57.693,1661,China,View
2015-01-13 01:03:29.316,760,Germany,Buy
2015-12-31 04:04:28.546,2057,USA,Complete
2014-12-31 01:06:15.927,1821,USA,Buy
2014-05-22 18:33:31.639,1679,Russia,Try
2015-05-18 18:30:46.939,2865,China,Level,1
2014-02-23 10:50:39.165,2988,Germany,View
2014-11-28 11:43:47.999,1099,Russia,Complete
2014-07-24 03:53:34.382,1607,China,View
2014-09-05 11:28:00.495,2197,USA,Buy
2015-10-03 19:19:58.215,361,Russia,Level,1
2015-10-04 15:16:17.53,1468,China,Complete
2014-05-18 17:14:53.371,2411,Germany,Try
2015-09-02 07:38:46.619,892,Russia,Buy
2015-02-27 15:14:03.715,1209,USA,Try
2014-12-13 12:09:00.232,2108,USA,Buy
2015-11-30 11:09:22.182,747,Germany,Buy
2015-07-27 21:55:12.121,233,Germany,Buy
2015-12-15 18:02:34.185,1338,Germany,Level,1
2015-06-21 03:03:09.47,1105,China,Complete
2014-06-07 03:33:49.065,909,USA,Level,1
2015-12-15 09:16:47.732,1302,USA,View
2015-08-07 18:30:55.714,2530,China,View
2015-03-27 02:22:47.405,54,Russia,Level,1
2014-07-23 18:45:52.556,1666,China,Buy
2015-10-29 16:45:25.694,1895,China,Complete
2015-06-01 01:04:35.12,2381,USA,Level,1
2014-02-17 22:37:56.215,2660,Germany,Complete
2014-06-02 05:16:20.53,1475,Russia,Buy
2014-11-18 06:16:40.496,195,Germany,View
2015-01-25 03:09:14.245,278,Germany,Complete
2015-10-06 05:44:08.917,2861,Russia,Buy
2014-09-07 18:37:32.548,2595,Russia,View
2015-12-17 20:27:23.785,715,USA,Buy
2014-06-25 19:27:34.079,13,Germany,View
2014-11-13 13:17:59.566,2956,Russia,Level,1
2015-08-10 21:08:09.436,576,China,Level,1
2015-09-21 19:19:29.257,2995,Germany,Complete
2014-03-16 15:12:00.982,1530,China,Level,1
2015-06-17 03:49:10.939,255,USA,Buy
2014-12-18 18:34:10.825,2643,Russia,Buy
2014-06-23 11:59:56.44,1562,Russia,View
2015-03-16 00:13:55.199,1312,China,Buy
2014-08-22 12:48:34.067,723,Russia,View
2015-12-17 05:46:10.539,1456,USA,View
2014-03-27 03:17:05.382,1654,Germany,Buy
2015-02-13 20:08:53.698,2903,USA,Level,1
2015-02-17 15:52:42.423,1157,China,Complete
2014-01-31 09:12:39.944,1773,USA,Buy
2015-12-15 19:13:18.693,1207,Russia,Try
2015-12-21 16:18:24.971,71,China,Buy
2015-06-23 02:44:22.672,1355,Germany,View
2015-11-24 10:30:01.366,2483,Germany,View
2014-12-25 19:33:39.454,597,China,Complete
2014-04-15 10:47:40.014,97,USA,Buy
2014-12-13 22:09:41.945,2815,Russia,View
2014-10-11 14:48:20.998,1535,USA,Try
2015-09-02 09:10:58.371,2653,Germany,View
2014-09-10 16:19:44.698,1717,China,Buy
2014-03-07 05:51:07.929,1426,Russia,Try
2014-08-07 00:13:43.431,1255,China,Buy
2014-03-18 12:27:15.574,1421,China,Buy
2015-12-14 07:05:51.381,1185,China,Complete
2014-06-02 19:16:59.827,2691,USA,Try
2014-05-12 12:06:45.408,542,China,Buy
2014-08-30 06:31:03.477,203,China,Try
2014-06-08 22:32:06.008,982,Russia,Complete
2014-07-26 03:27:07.175,945,USA,Complete
2014-10-09 18:17:10.517,2458,China,Buy
2015-03-01 05:31:27.782,343,Russia,Try
2014-01-18 20:02:13.534,1659,USA,Complete
2014-11-02 15:34:44.506,2096,Russia,Buy
2015-10-06 05:15:00.976,2702,USA,View
2015-05-07 07:47:56.374,1287,Germany,View
2015-08-07 04:36:47.532,2314,China,Try
2014-03-03 08:44:45.13,1371,Germany,Try
2015-12-14 03:17:42.83,2468,China,Complete
2015-12-12 21:56:49.194,1398,Germany,Try
2014-08-09 03:28:26.592,2216,Germany,Try
2014-04-13 14:28:01.368,1577,Russia,Level,1
2015-01-22 16:33:36.026,2196,USA,View
2015-08-11 03:53:46.327,1034,USA,Level,1
2014-07-24 05:33:41.488,2048,USA,Level,1
2015-06-21 08:12:09.555,1373,Germany,Complete
2014-04-08 02:01:43.274,1704,Russia,View
2015-11-16 16:52:32.647,389,China,Complete
2014-08-22 10:00:35.037,306,USA,Try
2015-01-25 09:48:23.351,51,Germany,View
2015-07-05 17:27:41.233,2209,USA,Complete
2015-05-25 14:20:07.921,2594,Russia,Buy
2014-11-04 15:32:54.596,1320,Germany,Buy
2015-08-13 10:54:44.326,2337,Germany,Buy
2014-09-25 10:16:06.448,2735,Germany,View
2014-04-22 13:47:56.553,2582,Russia,View
2015-08-04 22:50:37.941,421,Germany,Try
2015-09-22 17:15:27.421,693,Germany,Complete
2014-01-30 15:18:52.352,1408,USA,Complete
2015-10-25 13:39:28.438,2213,Russia,View
2014-10-09 01:46:18.883,1738,China,Try
2014-08-21 13:56:41.8,2635,China,Level,1
2014-01-13 17:40:01.015,134,Germany,View
2015-12-28 12:54:02.256,2159,China,Try
2015-03-18 15:38:10.701,1137,Russia,View
2015-06-21 21:38:25.65,2568,China,Complete
2014-06-30 08:16:39.096,2172,China,Complete
2014-09-23 13:46:47.677,2055,Russia,View
2015-08-15 22:19:03.675,1794,Russia,Buy
2014-03-06 03:42:36.356,1625,Germany,View
2015-10-22 16:36:14.472,1082,USA,Complete
2014-12-04 07:25:07.859,1410,USA,Try
2015-12-21 00:21:51.975,906,Germany,Buy
2015-03-05 08:17:40.283,2021,Germany,Complete
2014-09-30 00:10:01.754,1571,Russia,View
2014-11-05 14:21:07.686,2777,USA,Level,1
2014-04-18 16:01:10.631,37,USA,Level,1
2014-09-12 17:19:03.813,1420,Russia,View
2014-06-02 23:02:49.418,1721,USA,Buy
2014-09-08 12:00:24.19,687,USA,Complete
2015-12-24 15:11:02.123,1601,USA,Buy
2014-10-30 06:26:19.043,811,USA,Try
2015-02-23 03:19:00.536,1099,Russia,Level,1
2014-04-30 13:07:09.292,2848,USA,Try
2014-06-18 12:19:09.96,1984,Russia,View
2015-03-21 23:56:06.038,397,Germany,Level,1
2015-04-04 13:24:42.886,262,Germany,Level,1
2015-04-16 07:05:25.332,1099,Russia,Try
2014-05-23 04:17:14.373,801,USA,Try
2015-07-12 00:31:45.032,2997,Russia,Try
2014-11-08 05:26:18.311,2147,Russia,Complete
2015-11-16 04:16:41.361,1629,Germany,Complete
2014-03-24 17:07:31.231,790,Russia,Level,1
2015-07-11 10:08:50.837,2455,USA,Level,1
2015-07-04 17:25:10.862,1838,China,Complete
2014-07-09 15:13:40.355,1961,China,Buy
2015-04-19 21:45:47.162,2841,USA,Level,1
2015-12-04 21:37:13.439,570,USA,Try
2014-11-26 20:28:42.895,2237,Germany,Level,1
2014-04-29 12:50:19.677,191,Germany,Try
2014-04-15 06:40:19.116,665,Germany,View
2014-11-21 05:19:05.493,28,China,Buy
2015-06-10 06:57:29.966,106,Germany,Complete
2015-10-16 21:28:12.786,1994,Germany,Buy
2014-03-01 15:27:22.34,598,China,Level,1
2015-03-23 10:43:25.675,1847,USA,Level,1
2015-10-01 07:28:49.317,1003,China,Level,1
2014-10-01 20:58:59.495,2889,Russia,Buy
2014-08-02 05:22:42.794,2042,Germany,Level,1
2015-04-18 22:56:46.787,2844,Germany,Level,1
2014-03-12 12:56:26.208,1605,China,Buy
2014-06-27 01:43:11.855,1269,Germany,View
2014-09-16 06:49:33.284,39,China,Complete
2014-08-16 06:10:00.917,599,Russia,Complete
2015-04-14 17:26:30.102,915,China,Try
2015-01-20 02:25:24.551,1687,Germany,View
2015-06-23 07:42:36.858,2490,Germany,View
2015-03-01 14:01:39.704,1440,China,Try
2014-01-21 14:09:50.554,2858,Germany,Complete
2014-10-18 11:05:24.934,909,USA,Complete
2014-04-30 18:48:25.454,504,USA,Complete
2015-04-23 06:57:10.703,2939,USA,Try
2015-05-21 16:10:28.606,2762,China,Buy
2015-01-21 16:45:49.477,229,Russia,Buy
2015-05-18 08:02:06.494,1386,Germany,Buy
2015-07-24 00:24:46.044,417,Germany,Level,1
2015-04-02 06:10:14.726,1229,Russia,View
2015-01-29 20:15:52.062,537,USA,Complete
2014-01-02 15:40:04.04,2759,Germany,View
2014-11-29 16:07:13.769,960,China,View
2014-12-10 07:09:54.465,1884,USA,View
2014-02-10 03:51:24.592,2664,China,Level,1
2014-12-06 18:29:12.617,2328,China,Level,1
2014-12-04 04:10:05.481,1454,Germany,Buy
2015-03-19 10:06:19.726,525,Russia,Buy
2015-09-12 03:51:19.79,2473,Germany,Buy
2014-09-15 22:52:12.162,2777,USA,View
2014-06-28 00:06:07.357,1119,USA,View
2015-05-20 22:25:58.345,145,Germany,Complete
2015-03-05 22:09:56.902,221,China,View
2015-08-31 02:49:12.819,1304,Russia,Level,1
2014-04-17 12:55:59.004,2069,China,Level,1
2014-05-19 21:34:36.808,2351,China,Level,1
2015-05-12 16:45:57.127,1681,USA,Level,1
2014-04-21 18:55:38.988,1290,USA,Buy
2015-12-25 04:05:06.283,2373,Russia,Level,1
2014-09-23 05:23:21.28,667,Germany,Level,1
2015-06-05 19:07:19.118,525,Russia,Level,1
2015-02-20 14:16:23.217,2609,China,Level,1
2015-01-05 05:16:52.321,1130,Russia,Try
2014-06-23 19:30:51.766,1218,Germany,Level,1
2015-12-25 18:32:44.209,470,Russia,Try
2014-12-21 07:16:00.289,2073,USA,Buy
2014-03-14 15:22:07.187,2062,Germany,Complete
2014-02-04 17:41:51.769,310,Germany,Buy
2015-05-07 21:29:04.547,681,USA,View
2014-08-15 09:25:31.146,2511,China,Buy
2014-12-19 12:04:43.533,2111,Germany,Try
2015-04-15 11:01:49.197,1390,Germany,Complete
2014-01-06 21:45:11.534,2942,Germany,Complete
2015-02-06 04:05:07.959,1991,USA,Buy
2015-04-13 06:43:32.779,2550,USA,Level,1
2014-10-05 02:07:59.347,898,China,View
2014-04-29 01:42:01.285,87,Germany,Buy
2015-03-25 10:03:26.205,670,USA,Try
2015-04-17 21:50:39.492,2109,Germany,Buy
2015-12-12 16:16:39.14,1497,USA,Try
2014-04-21 12:18:50.046,1188,Russia,View
2015-09-14 14:12:43.531,2789,Germany,Buy
2015-09-01 15:45:40.319,608,China,Level,1
2015-09-01 13:26:29.33,201,USA,Complete
2014-09-27 20:15:47.578,2013,Germany,Level,1
2014-08-07 13:00:37.171,301,Germany,Level,1
2015-08-10 18:06:29.577,2603,China,Complete
2014-09-23 17:18:30.527,883,China,View
2014-06-03 01:52:46.136,1238,Germany,Level,1
2015-04-30 18:57:55.674,2635,China,Complete
2015-07-30 20:16:13.163,1549,USA,Level,1
2015-06-25 05:11:52.157,1666,China,View
2014-07-29 20:04:21.774,924,USA,Level,1
2014-01-15 08:02:44.462,97,USA,Complete
2015-09-21 04:46:18.769,2963,Russia,View
2015-04-25 14:56:11.46,714,China,Level,1
2015-07-10 20:11:15.011,1758,Russia,Buy
2015-06-18 00:00:49.487,410,USA,Complete
2014-12-21 17:36:00.066,1113,USA,Complete
2015-02-07 12:40:01.426,892,Russia,Try
2014-07-02 16:47:40.986,551,USA,View
2014-03-11 07:42:12.82,1888,China,Try
2015-11-11 19:28:00.954,710,China,Level,1
2015-08-04 01:35:36.543,2831,Germany,Try
2015-09-11 23:25:17.116,500,Russia,Try
2014-06-07 23:14:02.588,751,Russia,Level,1
2014-01-10 20:00:25.312,1108,Germany,Buy
2014-09-20 11:39:48.406,2863,USA,Complete
2015-06-22 13:13:08.691,2715,USA,Complete
2015-03-07 17:09:45.179,1068,China,View
2015-05-26 14:54:52.467,1530,China,View
2014-12-02 18:11:21.987,356,USA,Level,1
2015-10-17 06:34:06.328,1500,Russia,Buy
2015-11-01 22:34:19.572,1845,Russia,Buy
2014-02-08 14:01:00.967,1790,Germany,Complete
2015-04-29 05:24:28.322,926,China,Level,1
2014-10-30 21:37:14.796,2903,USA,Level,2
2015-04-15 16:05:59.583,1751,China,Try
2014-01-21 16:17:08.686,34,China,View
2015-12-09 06:58:21.886,2044,Russia,Complete
2015-10-14 07:46:47.788,2023,Germany,Complete
2015-06-04 03:54:02.931,1969,Russia,Level,1
2015-03-25 03:47:07.816,999,USA,View
2014-10-04 03:23:24.732,1522,Germany,Level,1
2014-11-21 02:07:05.601,1585,Germany,Buy
2014-02-04 00:32:59.762,2698,Russia,Try
2015-08-23 02:33:34.29,267,Germany,Buy
2014-10-28 12:23:20.015,391,Russia,Buy
2015-08-10 04:43:53.141,1267,Russia,View
2014-07-09 20:52:49.866,781,China,Try
2014-01-15 18:27:18.691,49,USA,Try
2014-03-27 12:13:36.291,1664,USA,Buy
2014-01-14 05:01:57.742,1295,Germany,Complete
2014-02-23 12:45:45.943,1977,China,Level,1
2014-04-05 15:52:59.373,968,China,Complete
2014-02-02 09:56:20.948,484,USA,Try
2014-07-02 14:58:49.445,804,China,Buy
2015-12-08 18:49:03.675,1364,USA,View
2014-04-16 11:31:02.698,1360,Russia,Level,1
2015-05-21 14:31:12.197,165,Germany,Level,1
2014-05-02 13:14:52.387,1449,USA,View
2015-02-12 15:03:59.991,2383,Germany,Complete
2015-01-14 18:55:52.063,2585,USA,View
2015-11-11 11:02:32.665,1610,Russia,Level,1
2014-11-12 16:19:35.818,2787,Russia,View
2014-05-15 02:31:28.21,1017,Russia,Complete
2015-10-15 12:10:11.832,847,Russia,Level,1
2015-10-13 07:43:04.116,623,USA,Buy
2015-08-08 12:34:10.595,2918,China,Level,1
2014-06-15 15:43:24.47,2605,Germany,Buy
2015-05-07 04:15:50.401,31,Germany,Try
2015-09-01 11:53:27.789,607,China,Complete
2014-08-06 23:10:17.514,2889,Russia,Complete
2015-04-23 00:10:44.445,798,Russia,Buy
2015-11-22 00:40:34.396,2050,Germany,View
2014-12-22 06:58:23.986,145,Germany,View
2014-01-10 02:05:05.154,1355,Germany,Complete
2014-07-19 14:47:27.323,1143,USA,Level,1
2014-07-07 19:41:21.066,199,USA,Complete
2014-09-18 02:18:48.556,1971,USA,Level,1
2015-12-10 06:52:37.407,2009,Russia,Complete
2014-06-15 15:10:59.753,814,China,Complete
2015-06-18 11:43:38.062,1028,Russia,Level,1
2015-01-08 12:00:15.472,2828,Germany,Buy
2015-03-30 16:31:16.417,2266,Germany,Complete
2014-05-20 09:58:50.794,973,China,Try
2014-01-22 13:37:08.914,1219,Germany,Level,1
2014-09-02 10:37:53.218,1709,China,Level,2
2014-10-30 20:07:34.286,715,USA,Try
2015-08-15 14:01:23.073,2266,Germany,Level,1
2015-05-07 09:47:47.787,1986,Russia,Try
2015-07-12 09:57:08.477,989,USA,Try
2015-12-12 16:36:18.965,831,USA,Complete
2015-09-13 14:31:04.357,2966,USA,Buy
2014-05-26 04:25:50.525,2471,Russia,Complete
2014-12-16 16:31:13.021,1943,USA,View
2014-09-26 21:16:50.12,446,Germany,Try
2015-02-21 22:07:40.289,1238,Germany,Complete
2015-05-05 16:30:16.861,668,Germany,Level,1
2015-03-05 14:14:29.186,2146,China,Level,1
2015-12-23 07:25:29.194,1483,Germany,Level,1
2015-08-28 15:00:01.634,55,Russia,Level,1
2014-01-27 21:49:32.673,344,Russia,View
2014-07-12 19:52:07.535,2267,China,Buy
2015-01-06 22:44:29.763,2456,Russia,Complete
2014-10-13 15:43:47.989,1240,USA,Try
2015-09-01 09:58:27.168,1487,China,Level,1
2015-10-02 19:26:17.872,2744,China,Complete
2014-11-30 00:47:03.049,2225,China,Level,1
2015-12-23 13:15:35.672,2151,USA,Complete
2015-06-23 12:11:21.644,2750,Germany,Level,1
2014-02-23 01:38:13.651,849,Germany,View
2015-10-02 11:18:31.498,1516,Germany,Level,1
2015-02-22 17:43:23.682,2501,USA,Buy
2014-12-08 04:11:31.309,2417,Germany,Buy
2014-09-12 16:06:45.045,1638,USA,View
2015-03-06 13:34:03.144,707,Russia,Buy
2014-08-14 08:13:04.11,1811,USA,Level,1
2015-01-21 19:56:55.598,2380,China,Complete
2015-03-04 16:43:03.257,2287,Germany,Level,1
2015-02-07 00:32:19.7,1363,Germany,Buy
2015-07-30 13:31:21.896,1009,Germany,Complete
2014-08-15 20:22:01.796,1622,USA,View
2014-02-13 17:41:38.45,2319,USA,Buy
2015-08-17 06:05:43.54,1049,China,Buy
2015-12-03 13:44:53.388,654,Germany,Try
2014-01-22 20:56:04.694,1719,USA,Level,1
2014-11-07 10:47:34.577,2212,Russia,Try
2015-02-21 23:06:25.25,892,Russia,Level,1
2014-08-01 22:55:31.447,306,USA,Try
2014-01-14 22:17:26.119,1847,USA,Buy
2014-05-05 03:19:59.688,897,Germany,Buy
2015-08-24 00:29:06.995,413,Russia,Level,1
2015-04-13 16:32:04.38,528,Russia,Complete
2015-09-25 07:44:18.286,2805,Germany,Level,1
2014-02-02 09:11:48.449,2644,China,View
2014-03-21 15:09:47.387,2112,Russia,Level,1
2014-09-24 15:58:03.554,27,Russia,Try
2015-10-20 07:41:40.172,550,Russia,Try
2015-12-03 16:45:40.141,1829,USA,Level,1
2015-09-29 19:00:42.44,326,Germany,Buy
2014-04-16 17:55:52.374,1429,Germany,View
2015-01-19 15:04:23.63,739,USA,Level,1
2015-09-28 05:46:19.192,1095,Germany,Level,1
2015-10-14 00:41:41.173,839,Russia,Level,1
2014-01-21 08:47:05.813,193,Russia,Level,1
2015-10-20 15:36:43.79,1790,Germany,Complete
2014-03-17 13:08:52.42,1397,USA,Level,1
2014-08-30 10:27:48.59,757,Russia,Buy
2014-05-28 15:49:14.122,163,Germany,Level,1
2014-12-10 13:07:55.44,1947,USA,Complete
2015-05-23 07:43:49.465,1427,USA,Complete
2015-10-01 23:53:00.75,2146,China,Buy
2015-12-23 03:28:23.001,254,Russia,View
2015-09-06 01:44:12.765,1863,USA,Complete
2014-05-06 05:57:45.829,1939,USA,Level,1
2014-12-12 04:30:18.477,932,Germany,Complete
2015-02-07 22:28:30.162,1772,China,Buy
2014-12-31 04:56:53.179,1190,China,Try
2014-08-20 20:30:48.19,1450,USA,Try
2014-05-02 21:27:57.88,561,Germany,View
2015-09-11 11:56:41.182,1879,China,Try
2015-10-16 13:46:51.095,2685,China,Buy
2014-10-28 09:49:56.4,2830,China,Buy
2015-01-23 14:02:07.285,918,China,Level,1
2014-07-18 22:24:48.578,1690,Russia,Try
2014-09-15 15:45:12.024,1325,Russia,Buy
2014-11-14 20:38:55.545,2283,Russia,Level,1
2014-05-25 19:05:35.073,16,China,Buy
2015-02-10 19:47:26.158,501,Germany,View
2014-09-05 18:50:10.985,1933,USA,Try
2015-07-07 19:24:06.577,1209,USA,Buy
2015-12-25 21:32:49.836,938,USA,View
2014-09-21 14:15:48.737,1668,Russia,Level,1
2015-02-28 22:20:18.754,817,China,Buy
2015-07-28 12:36:45.114,456,USA,Complete
2014-04-19 03:41:18.013,1545,Russia,Try
2014-03-26 10:08:20.274,1606,Germany,Complete
2015-01-18 06:43:57.114,1924,USA,Complete
2014-03-13 00:11:31.035,2458,China,Buy
2014-04-16 01:29:05.136,1447,China,View
2015-02-15 16:37:08.336,2438,Germany,Complete
2015-04-17 14:24:45.994,2997,Russia,View
2015-01-28 01:41:12.163,1761,Russia,Try
2015-03-25 23:48:32.92,731,USA,Level,1
2015-01-25 23:30:52.867,1775,USA,Buy
2014-03-25 09:23:48.979,1255,China,Level,1
2015-08-01 11:27:40.59,1434,Russia,Level,1
2015-10-03 02:36:25.609,956,USA,Try
2014-11-24 13:53:57.269,131,China,View
2014-07-30 19:57:40.122,2075,China,Complete
2015-11-12 02:49:09.689,2865,China,Level,2
2015-01-30 14:00:11.918,905,Russia,Complete
2014-01-22 13:41:49.086,479,Germany,Buy
2015-02-26 12:12:50.331,2190,China,Buy
2014-11-15 05:03:44.717,448,China,Level,1
2015-06-16 02:20:35.534,603,Russia,Buy
2015-06-30 10:12:35.486,1442,USA,Level,1
2014-04-09 22:36:24.444,2899,China,View
2014-05-09 13:29:02.805,655,USA,View
2014-10-06 15:10:20.277,94,Russia,Try
2014-12-20 03:34:54.916,619,China,View
2015-10-30 21:23:02.598,790,Russia,Complete
2015-10-07 20:18:15.946,993,Russia,Buy
2014-05-11 13:09:16.047,480,China,Complete
2015-11-03 23:12:03.567,550,Russia,Buy
2015-02-13 10:58:04.744,2468,China,Buy
2015-03-02 22:32:22.434,2349,China,View
2015-01-25 22:55:35.669,2722,Russia,Buy
2014-04-18 13:02:20.82,817,China,Buy
2015-04-19 23:17:01.359,1804,Russia,Level,1
2015-01-05 06:48:35.664,2224,Russia,Buy
2014-06-01 08:53:31.574,2703,USA,Buy
2015-12-28 17:55:38.232,1782,Russia,Complete
2015-08-01 16:01:07.29,2191,China,Buy
2015-12-06 07:05:13.591,348,China,Buy
2014-01-04 15:56:53.993,2053,Russia,Level,1
2015-03-09 22:46:20.657,460,Germany,Try
2014-02-13 03:49:26.488,1306,China,Level,1
2015-06-05 19:22:31.455,188,China,Try
2014-03-01 07:09:25.896,236,Germany,Level,1
2015-04-14 20:42:24.326,1031,USA,Try
2014-07-23 16:26:52.377,2897,USA,Level,1
2014-07-17 13:19:58.936,1839,Germany,Complete
2014-09-02 20:20:53.808,2394,Russia,Level,1
2015-11-03 22:10:44.254,2490,Germany,Complete
2015-05-01 03:48:40.975,72,Russia,Level,1
2015-06-10 16:49:49.961,2803,Germany,Complete
2014-10-25 19:39:40.333,2464,USA,Try
2015-01-03 04:58:48.922,926,China,Buy
2014-08-07 00:01:07.167,600,Germany,View
2014-12-19 09:26:46.599,2154,Russia,View
2015-07-19 18:01:36.046,41,USA,Buy
2014-06-02 21:12:31.153,1948,China,Buy
2015-12-04 18:18:20.591,2727,Germany,View
2015-02-14 08:53:53.745,590,Germany,Complete
2014-11-12 14:34:58.062,1517,Germany,Buy
2015-07-18 05:10:16.588,2743,Germany,Try
2015-08-18 12:55:36.875,1004,Russia,Level,1
2015-07-06 14:25:00.098,871,Germany,Level,1
2015-05-25 11:01:53.613,975,China,View
2014-06-14 02:13:24.594,2266,Germany,Complete
2014-10-29 03:58:46.611,2622,Russia,Level,1
2014-09-18 23:03:06.167,1147,Russia,Try
2015-03-03 10:55:47.472,2344,China,View
2014-01-17 02:32:42.083,2077,USA,Buy
2015-03-07 05:09:46.535,1767,Russia,Complete
2015-08-13 22:55:01.666,668,Germany,Buy
2014-07-31 01:55:11.575,317,Russia,Try
2014-09-28 03:51:21.974,2306,Russia,Complete
2015-05-05 18:28:42.525,475,Germany,Try
2015-09-03 11:22:36.236,1384,Russia,Level,1
2014-07-21 16:53:48.828,2534,USA,Complete
2014-07-30 15:04:03.283,258,Germany,Try
2015-02-02 23:52:01.391,2511,China,View
2015-02-17 14:09:40.77,930,Germany,Complete
2014-11-28 10:06:52.529,1520,Germany,Try
2015-10-14 00:52:15.873,2156,China,View
2014-02-26 11:46:50.048,2752,China,Try
2014-03-10 09:25:45.83,2499,Germany,Try
2015-11-27 04:13:34.338,2891,Germany,Buy
2014-10-15 07:15:57.153,1517,Germany,Level,1
2014-09-30 10:41:37.581,584,USA,Buy
2014-02-05 20:45:44.747,1101,USA,Try
2015-12-30 04:15:56.317,319,USA,Try
