Date, PlayerID, Package, Price
2014-09-13 17:20:51.683,2228,Package4,4.99
2015-01-07 07:12:35.884,1425,Package5,9.99
2014-11-01 15:46:01.672,1788,Package3,2.99
2015-01-08 10:50:22.791,398,Package5,9.99
2015-06-09 02:18:11.828,429,Package6,49.99
2015-03-05 04:45:08.369,778,Package4,4.99
2015-09-08 06:27:46.231,2239,Package6,49.99
2014-05-09 23:14:19.574,847,Package1,0.99
2015-09-02 04:25:52.06,2047,Package1,0.99
2015-12-05 13:19:14.862,1641,Package1,0.99
2015-01-09 04:24:36.041,330,Package6,49.99
2015-12-11 07:40:57.759,2929,Package1,0.99
2014-05-20 18:15:31.211,267,Package2,1.99
2014-02-18 03:54:37.828,2431,Package3,2.99
2015-05-20 11:04:02.57,2922,Package5,9.99
2015-09-11 14:34:26.093,2157,Package6,49.99
2014-01-24 19:17:50.892,1040,Package6,49.99
2014-11-10 08:59:39.094,2179,Package2,1.99
2014-11-12 20:21:43.23,970,Package1,0.99
2014-02-16 17:20:11.569,1626,Package5,9.99
2014-09-23 04:18:18.397,1906,Package6,49.99
2014-05-18 02:25:46.599,2606,Package3,2.99
2015-05-03 09:14:18.075,1395,Package2,1.99
2014-07-21 19:12:29.461,2107,Package3,2.99
2014-06-21 09:12:26.502,935,Package6,49.99
2014-05-31 01:49:27.205,612,Package3,2.99
2015-08-02 20:21:31.161,1236,Package1,0.99
2014-07-16 17:35:17.61,1168,Package2,1.99
2014-05-31 05:57:40.911,1996,Package5,9.99
2015-12-18 13:23:51.626,516,Package4,4.99
2015-07-20 05:39:33.779,12,Package4,4.99
2015-01-27 17:58:23.577,1492,Package2,1.99
2015-02-03 23:07:45.793,1569,Package4,4.99
2015-08-09 06:59:36.069,2468,Package6,49.99
2014-10-12 22:12:34.455,2636,Package4,4.99
2015-07-31 22:23:01.213,1893,Package6,49.99
2015-01-08 16:54:06.399,2791,Package1,0.99
2014-08-08 02:59:54.777,840,Package6,49.99
2014-11-03 01:02:56.106,2613,Package3,2.99
2014-06-15 08:31:12.643,698,Package5,9.99
2015-09-15 11:48:46.103,519,Package2,1.99
2015-04-01 05:32:39.823,2026,Package2,1.99
2014-09-09 21:25:03.433,710,Package6,49.99
2015-11-22 05:46:21.863,41,Package2,1.99
2015-06-07 17:21:35.678,763,Package6,49.99
2015-07-17 07:27:46.537,2058,Package4,4.99
2015-01-21 01:01:31.776,728,Package2,1.99
2014-09-16 06:32:53.723,2345,Package3,2.99
2014-02-08 00:13:37.852,1924,Package1,0.99
2014-10-14 14:05:27.916,2600,Package3,2.99
2015-06-26 21:44:33.623,548,Package3,2.99
2015-04-11 18:14:46.092,737,Package1,0.99
2015-09-29 15:48:24.094,1969,Package2,1.99
2014-11-01 17:06:58.58,438,Package5,9.99
2015-02-10 05:19:25.919,2130,Package1,0.99
2015-01-10 22:34:42.589,1397,Package5,9.99
2015-09-17 05:10:39.759,799,Package1,0.99
2014-06-29 00:16:35.395,313,Package6,49.99
2014-04-11 23:31:19.588,1715,Package2,1.99
2014-10-22 04:46:26.453,890,Package1,0.99
2014-04-26 00:42:35.985,812,Package6,49.99
2014-01-29 15:49:33.664,35,Package1,0.99
2015-10-11 19:10:18.412,1078,Package3,2.99
2015-12-30 09:35:06.368,1344,Package6,49.99
2015-05-18 18:55:00.925,2862,Package1,0.99
2015-06-04 14:17:36.752,124,Package6,49.99
2015-01-26 17:33:37.145,2325,Package2,1.99
2015-08-07 21:51:30.661,1965,Package2,1.99
2015-03-29 09:11:43.431,629,Package2,1.99
2015-04-22 00:10:18.56,1870,Package3,2.99
2014-09-20 20:38:45.622,339,Package6,49.99
2015-06-12 04:47:56.126,2731,Package5,9.99
2015-01-01 07:33:11.047,2664,Package3,2.99
2014-01-18 06:46:41.707,1602,Package4,4.99
2015-05-12 20:24:02.947,737,Package4,4.99
2014-04-27 02:54:53.671,2305,Package4,4.99
2014-02-09 03:24:49.87,2253,Package1,0.99
2015-03-03 06:38:36.451,117,Package5,9.99
2015-09-17 21:48:47.091,854,Package3,2.99
2014-03-21 04:59:28.315,1137,Package5,9.99
2015-01-04 05:05:01.701,2563,Package6,49.99
2014-11-24 15:23:29.432,709,Package2,1.99
2015-08-05 06:47:28.452,1083,Package2,1.99
2015-11-22 09:17:28.809,458,Package4,4.99
2014-05-19 01:26:02.694,1464,Package3,2.99
2014-01-29 19:10:54.925,1972,Package1,0.99
2014-07-06 13:28:21.972,1630,Package6,49.99
2014-08-13 14:33:33.117,2392,Package5,9.99
2014-04-30 11:50:56.921,2816,Package2,1.99
2015-03-17 22:23:57.217,583,Package3,2.99
2014-03-09 15:09:21.488,2611,Package1,0.99
2014-07-03 20:14:26.48,2684,Package5,9.99
2015-03-17 09:28:04.364,984,Package5,9.99
2014-06-03 01:22:34.638,1558,Package6,49.99
2014-05-07 03:18:51.199,2212,Package6,49.99
2014-10-20 21:42:47.135,621,Package2,1.99
2015-11-25 18:13:57.465,1829,Package5,9.99
2015-11-20 21:33:42.708,1100,Package4,4.99
2015-05-07 17:53:23.242,1564,Package1,0.99
2014-05-11 07:09:28.33,1605,Package2,1.99
2014-01-20 10:14:42.832,1431,Package1,0.99
2014-07-03 21:37:38.335,996,Package1,0.99
2014-06-23 09:17:44.386,838,Package1,0.99
2014-12-08 06:05:22.097,412,Package4,4.99
2015-05-10 06:24:44.674,1360,Package2,1.99
2015-10-01 04:39:04.396,683,Package1,0.99
2015-05-18 00:16:50.846,2067,Package1,0.99
2014-03-29 17:23:34.567,1668,Package4,4.99
2015-12-03 10:20:50.374,2395,Package5,9.99
2015-06-05 19:35:31.428,1537,Package6,49.99
2015-10-15 02:03:58.876,111,Package4,4.99
2015-04-19 21:05:43.467,189,Package5,9.99
2014-11-20 10:58:48.399,189,Package2,1.99
2014-05-21 21:54:09.591,2650,Package5,9.99
2015-08-30 07:52:38.569,240,Package1,0.99
2014-06-05 04:57:17.494,2879,Package3,2.99
2015-07-21 17:18:45.481,536,Package2,1.99
2014-06-12 22:13:20.84,2361,Package6,49.99
2015-11-20 18:14:06.005,2800,Package6,49.99
2015-03-21 22:17:54.445,1599,Package6,49.99
2014-12-22 19:14:16.383,2563,Package1,0.99
2015-08-09 02:42:51.563,1072,Package5,9.99
2015-02-10 06:06:55.52,2520,Package6,49.99
2014-11-29 21:25:05.069,1981,Package3,2.99
2015-05-31 21:19:45.265,2376,Package6,49.99
2015-01-19 21:42:20.309,444,Package6,49.99
2014-08-27 06:18:11.526,2107,Package3,2.99
2014-01-10 13:10:34.48,2479,Package1,0.99
2014-12-26 07:59:14.988,2433,Package1,0.99
2015-10-13 18:54:40.303,2920,Package1,0.99
2015-03-10 08:00:43.246,1900,Package1,0.99
2014-07-21 00:20:32.97,2046,Package5,9.99
2014-10-26 20:19:19.985,1181,Package4,4.99
2014-05-14 11:37:34.705,605,Package2,1.99
2015-09-12 11:04:29.204,1509,Package6,49.99
2015-11-02 11:32:11.363,731,Package6,49.99
2014-04-05 17:37:16.33,1281,Package2,1.99
2014-02-09 04:52:49.331,2989,Package3,2.99
2015-04-19 01:44:26.908,1578,Package6,49.99
2015-01-22 12:31:09.463,1137,Package6,49.99
2014-01-07 19:15:11.719,112,Package6,49.99
2015-01-10 17:39:24.49,620,Package4,4.99
2015-09-19 18:21:06.82,1004,Package4,4.99
2014-06-09 23:55:12.699,1145,Package2,1.99
2015-10-16 08:19:50.63,1061,Package2,1.99
2014-01-07 00:53:40.67,2859,Package1,0.99
2014-09-16 13:54:13.976,2215,Package1,0.99
2014-06-18 09:21:43.015,514,Package1,0.99
2015-08-03 18:26:28.339,2537,Package5,9.99
2015-03-15 19:05:22.681,1035,Package4,4.99
2014-03-07 17:44:00.983,1384,Package5,9.99
2015-01-15 11:17:58.198,22,Package5,9.99
2015-01-13 23:14:42.124,1552,Package3,2.99
2015-10-24 05:56:02.124,898,Package1,0.99
2015-10-01 08:18:28.268,1791,Package4,4.99
2014-12-22 03:44:27.628,1550,Package6,49.99
2015-12-16 17:43:06.773,2174,Package2,1.99
2014-11-18 05:31:38.812,42,Package4,4.99
2014-04-24 13:19:28.236,857,Package6,49.99
2014-03-03 09:23:16.909,1132,Package3,2.99
2014-12-29 19:18:25.263,2144,Package1,0.99
2014-10-19 02:19:11.956,1057,Package2,1.99
2015-06-14 04:03:45.958,784,Package6,49.99
2014-11-07 17:35:27.317,317,Package2,1.99
2014-06-02 03:14:05.709,472,Package2,1.99
2015-02-01 17:02:19.221,573,Package2,1.99
2014-11-04 12:10:21.529,1136,Package3,2.99
2015-06-26 02:51:58.395,341,Package2,1.99
2015-02-06 10:42:26.335,2857,Package4,4.99
2015-11-12 06:28:20.883,1964,Package4,4.99
2015-05-21 16:48:25.891,123,Package3,2.99
2014-03-29 01:35:28.322,1520,Package1,0.99
2015-06-05 15:43:11.817,1396,Package6,49.99
2015-03-08 04:05:37.691,458,Package3,2.99
2014-06-27 08:14:38.156,1832,Package6,49.99
2015-10-11 04:50:45.018,2969,Package2,1.99
2014-01-15 05:40:47.96,112,Package6,49.99
2015-11-26 12:06:11.625,570,Package1,0.99
2015-11-24 14:53:05.713,1166,Package3,2.99
2015-07-09 16:14:06.457,2233,Package1,0.99
2014-08-02 03:01:14.187,514,Package6,49.99
2015-11-15 03:35:48.793,308,Package6,49.99
2015-08-03 15:44:38.624,1747,Package1,0.99
2015-12-11 12:52:32.919,693,Package1,0.99
2015-01-24 21:28:58.063,554,Package3,2.99
2015-12-18 16:09:40.513,352,Package6,49.99
2015-06-03 22:16:20.648,2656,Package2,1.99
2015-03-21 15:36:15.963,1613,Package4,4.99
2015-01-24 11:43:11.857,1058,Package1,0.99
2014-02-08 11:19:02.723,1476,Package5,9.99
2015-12-07 01:36:35.626,2425,Package3,2.99
2014-03-11 04:48:33.348,567,Package6,49.99
2014-11-27 18:21:41.467,1953,Package3,2.99
2015-07-16 17:50:01.445,2821,Package3,2.99
2014-02-16 08:04:42.833,2382,Package2,1.99
2014-12-15 03:09:25.208,548,Package3,2.99
2015-11-19 12:39:30.226,363,Package5,9.99
2014-06-24 23:02:42.654,241,Package1,0.99
2014-02-21 10:58:16.433,1048,Package6,49.99
2015-03-29 05:50:27.775,1467,Package2,1.99
2015-11-03 13:19:29.38,1971,Package5,9.99
2015-11-20 12:55:40.394,852,Package5,9.99
2015-07-31 06:25:31.367,28,Package4,4.99
2015-06-26 20:50:23.496,921,Package2,1.99
2015-10-25 11:09:33.848,1848,Package3,2.99
2014-04-27 08:46:21.956,93,Package4,4.99
2014-08-27 23:24:06.118,2530,Package4,4.99
2015-11-04 06:01:37.897,36,Package3,2.99
2015-01-13 22:31:51.014,334,Package3,2.99
2015-10-11 17:56:06.195,2074,Package5,9.99
2014-08-21 10:31:27.033,1409,Package4,4.99
2014-05-11 20:50:43.319,2941,Package5,9.99
2015-04-19 00:46:54.713,443,Package2,1.99
2014-01-28 04:13:10.843,1732,Package2,1.99
2014-09-23 01:46:22.369,407,Package2,1.99
2015-04-30 23:36:05.114,940,Package6,49.99
2015-09-26 21:06:12.988,2679,Package4,4.99
2015-07-31 02:05:39.028,334,Package2,1.99
2014-04-19 12:45:21.402,1099,Package5,9.99
